feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	UVspot	UVspot	1.48532924480225	0.452590241675996	246	163	0.00119015899945416	0.0294407752496556
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Lightening	Lightening	-1.35872342900678	0.423848893645602	246	205	0.0015425664941273	0.0362503126119914
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Poryphyrins	Poryphyrins	0.624225380999677	0.204827075410217	246	79	0.00258350602711228	0.0527933840322944
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	UVspot	UVspot	0.740803294735065	0.242906780451254	246	58	0.00256024482817947	0.0527933840322944
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	UVspot	UVspot	1.04367427961642	0.340109055164749	246	58	0.00242286011850081	0.0527933840322944
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis	Lightening	Lightening	-1.22147343715656	0.410402664085631	246	82	0.00323051772375681	0.0632643054235708
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_infantis	Grease	Grease	-0.5192095243142	0.175525808390804	246	52	0.0034123473965424	0.0635679432101928
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	UVspot	UVspot	0.943358982817805	0.319935480580566	246	63	0.00351652451801066	0.0635679432101928
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Grease	Grease	-0.606955011809071	0.209967479177727	246	79	0.00420694542978928	0.0690330587264051
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Pore	Pore	0.713818643406281	0.247014581798541	246	239	0.00425948660226755	0.0690330587264051
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Lightening	Lightening	-0.820155299975417	0.282378263931303	246	72	0.00405224117472368	0.0690330587264051
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Pore	Pore	0.739318827802312	0.25955798567066	246	246	0.00480914262208925	0.0753432344127316
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	UVspot	UVspot	1.05331914001737	0.380145865524299	246	70	0.00604540910550594	0.0908356670536845
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Melanin	Melanin	-0.134240007217248	0.0487720602751268	246	246	0.00637782343142891	0.0908356670536845
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Texture	Texture	0.564318043527231	0.204909258259903	246	50	0.00636224713034411	0.0908356670536845
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	Grease	Grease	-0.698514559574887	0.254690696979786	246	53	0.006571468817629	0.0908408924789891
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Grease	Grease	-0.709247177017145	0.261678244052818	246	62	0.00722496333150003	0.0943259101612504
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Lightening	Lightening	0.573129932282251	0.211351041281565	246	246	0.00719476451135213	0.0943259101612504
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	Wrinkle	Wrinkle	-0.885165292234738	0.328286242577589	246	76	0.00752638221892927	0.0956053957539665
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Poryphyrins	Poryphyrins	-0.848578478401205	0.318971927568539	246	205	0.00836540796142698	0.103466887943965
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Grease	Grease	-0.520194323394846	0.199615287464976	246	51	0.00974678464777944	0.117461250883496
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	Hemoglobin	Hemoglobin	0.549253427835922	0.212129836684601	246	63	0.0102250573296208	0.120144423623045
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Hemoglobin	Hemoglobin	-0.427466173108877	0.165810726618876	246	246	0.010548482063469	0.120921623654401
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	UVspot	UVspot	1.01775368849827	0.41814864610935	246	60	0.0156990224282854	0.157520822245383
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	Hemoglobin	Hemoglobin	0.576449645396017	0.236265299591208	246	53	0.015444328180829	0.157520822245383
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Grease	Grease	-0.540594451060164	0.218808546787034	246	72	0.0142183843684659	0.157520822245383
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	Lightening	Lightening	-0.81172763243672	0.334578004331221	246	53	0.0160259128888806	0.157520822245383
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	Lightening	Lightening	1.04057144888101	0.429198222710507	246	113	0.0160872329101668	0.157520822245383
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	Grease	Grease	-0.774164864892677	0.318774370423792	246	113	0.0160341774948598	0.157520822245383
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Wrinkle	Wrinkle	-0.577064399258709	0.234159782220754	246	50	0.0146177164761026	0.157520822245383
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Spot	Spot	-1.33082705582672	0.553563244245048	246	62	0.0169877213219249	0.16156196898756
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Lightening	Lightening	-1.15435315217531	0.482422301323553	246	175	0.0175311923795012	0.16156196898756
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Texture	Texture	-0.617348023079171	0.257780232101392	246	66	0.0174151515880059	0.16156196898756
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	Grease	Grease	0.37250510390782	0.156455118412672	246	64	0.0181863505518739	0.163819847428045
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	Spot	Spot	-0.785477000340579	0.331037859032217	246	58	0.0184733019440136	0.163819847428045
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	Lightening	Lightening	-0.895985774187482	0.379889976560334	246	163	0.0191967120005736	0.167082493338326
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Pore	Pore	0.883288356525369	0.379550741015236	246	124	0.0208086979674025	0.177819782630531
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Lightening	Lightening	-0.624046207211145	0.272175441985329	246	79	0.0227867061576503	0.190804242560421
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	Grease	Grease	-0.617244834687425	0.271597798865851	246	60	0.0239520219384359	0.190804242560421
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Texture	Texture	0.626743468744455	0.2750195569596	246	52	0.0235715166397452	0.190804242560421
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	Grease	Grease	0.444334872347665	0.194413260539656	246	206	0.023544327761161	0.190804242560421
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	UVspot	UVspot	0.734617662060312	0.325161926785706	246	79	0.0247950970855814	0.191044190659397
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_parvus	Wrinkle	Wrinkle	-0.573579147490969	0.253427574877568	246	53	0.024553945113087	0.191044190659397
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	Poryphyrins	Poryphyrins	0.49397316643959	0.221368148057586	246	55	0.0266376766683667	0.195620438033318
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	Lightening	Lightening	-0.656482049708667	0.293868994833403	246	58	0.0264374745650563	0.195620438033318
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	Grease	Grease	-0.554888089258909	0.248303870477019	246	191	0.0263769328701054	0.195620438033318
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	Spot	Spot	-1.11955263595801	0.517515035101151	246	70	0.0315330397959211	0.213730869195829
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	UVspot	UVspot	0.888671473667278	0.40695821520993	246	62	0.0299762620592278	0.213730869195829
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	Grease	Grease	0.626348396813347	0.289226235684179	246	204	0.0313929292788065	0.213730869195829
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Wrinkle	Wrinkle	-0.871665045534745	0.401626685529704	246	205	0.0309895852932386	0.213730869195829
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	Lightening	Lightening	-0.78626678214313	0.363842368860941	246	119	0.0317061105088376	0.213730869195829
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Lightening	Lightening	-0.537185660392427	0.248734330301156	246	93	0.0318322571142724	0.213730869195829
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	Poryphyrins	Poryphyrins	0.474786697753809	0.223593082265297	246	53	0.0348103032032523	0.219872545412304
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	Lightening	Lightening	-0.81799602605115	0.384890066453125	246	78	0.0346386763355786	0.219872545412304
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	UVspot	UVspot	0.803686637289984	0.380009061440749	246	98	0.035553858407096	0.219872545412304
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Wrinkle	Wrinkle	0.636350143757842	0.298819169363285	246	66	0.0342668336801046	0.219872545412304
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	Poryphyrins	Poryphyrins	-0.546741977049338	0.256380593235211	246	191	0.033999556771819	0.219872545412304
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	Pore	Pore	0.81205258490865	0.384012895532703	246	54	0.0355366070101044	0.219872545412304
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	Spot	Spot	-0.916038370105203	0.435334260551945	246	63	0.0364257406838421	0.221766216248837
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	Lightening	Lightening	0.724187371653815	0.344866694293194	246	191	0.036803755037041	0.221766216248837
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Melanin	Melanin	0.391513165852207	0.187041640456843	246	93	0.0374122307991649	0.222579094627943
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Lightening	Lightening	0.625466125759566	0.299628282113813	246	124	0.037971121086964	0.223080336385914
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	UVspot	UVspot	1.0494480756631	0.506651094859768	246	205	0.039426955312514	0.228773691319525
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Wrinkle	Wrinkle	-0.58164336555622	0.284516483532221	246	124	0.0420483979451108	0.235270798026215
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_parvus	Melanin	Melanin	0.41231524666712	0.20102200769587	246	53	0.0414171441400797	0.235270798026215
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_parvus	Pore	Pore	-0.696192786319033	0.340112629217476	246	53	0.041775803347209	0.235270798026215
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Poryphyrins	Poryphyrins	0.516252711076797	0.253779590549779	246	52	0.043101535368445	0.238326136743166
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	Lightening	Lightening	-0.731402563324563	0.366586537839252	246	170	0.04721859426417	0.249703758814773
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	Spot	Spot	-1.13808524687829	0.569678385292102	246	60	0.0469097343780103	0.249703758814773
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	Lightening	Lightening	-0.589513341956947	0.294143268122453	246	55	0.0462524452308167	0.249703758814773
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Hemoglobin	Hemoglobin	0.536565172668696	0.269039535030155	246	62	0.0472843287968399	0.249703758814773
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis	Grease	Grease	-0.474834546081633	0.238867640541824	246	112	0.0480071220278636	0.250703859478843
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Grease	Grease	-0.483915402159527	0.244944498166031	246	57	0.0494069891887649	0.255178955150764
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	Wrinkle	Wrinkle	0.658016178448985	0.334555635603054	246	119	0.0505150536360233	0.255291131278827
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	UVspot	UVspot	0.813680491319177	0.41253434141892	246	119	0.0499766537078505	0.255291131278827
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	Texture	Texture	0.669231961530321	0.341278994336729	246	113	0.0510948266001207	0.255474133000604
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Spot	Spot	-0.956386528712666	0.489656545608867	246	124	0.0519866775138236	0.257197246647338
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis	Spot	Spot	-1.26592427319877	0.658777170011307	246	82	0.0558878942976729	0.272922703729333
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	Texture	Texture	-0.479119232927486	0.249804609653104	246	54	0.0563266005569048	0.272922703729333
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	UVspot	UVspot	0.815410849708545	0.431751214946223	246	170	0.0602374444436712	0.286564408863747
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	Lightening	Lightening	-0.666912869245301	0.353568579116679	246	60	0.0605284132210143	0.286564408863747
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	Spot	Spot	-1.15997842408265	0.61609281486399	246	163	0.0609711508220737	0.286564408863747
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	UVspot	UVspot	0.689832629992478	0.368153734919678	246	110	0.0622042057763412	0.289465115988914
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Spot	Spot	1.11963173812634	0.604413754363806	246	77	0.0652764057505202	0.294999141372543
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Melanin	Melanin	0.592793807108126	0.319745846703426	246	205	0.0650301611595159	0.294999141372543
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	Wrinkle	Wrinkle	0.563716987551998	0.303151794208891	246	191	0.0642031257824872	0.294999141372543
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	Melanin	Melanin	0.409832564598819	0.222015879809913	246	55	0.0661928710115069	0.295126879522954
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Pore	Pore	-0.858003869625427	0.466406078964091	246	77	0.0671884598062895	0.295126879522954
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	Wrinkle	Wrinkle	0.666527083307339	0.361946791366351	246	78	0.0668087449295162	0.295126879522954
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Lightening	Lightening	0.645561115915893	0.35646259955649	246	88	0.0714631406430878	0.310997000946771
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Lightening	Lightening	-0.609610195448491	0.338339580544159	246	62	0.0729310646676568	0.314473398108245
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Lightening	Lightening	-0.462627819801129	0.26070667663754	246	51	0.0773020469239955	0.327592976996161
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Poryphyrins	Poryphyrins	-0.644054207251921	0.363015296325963	246	175	0.0773677030778167	0.327592976996161
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sicca	Grease	Grease	-0.316654733985986	0.179363039230239	246	60	0.0788419316865857	0.330854534756208
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	Melanin	Melanin	-0.347398063207344	0.198396733681411	246	206	0.0813025653813884	0.33638806099988
